,track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity,cluster,cluster_name
8210,Sky Light Fire,Artist_73,Country,Workout,0.174,0.283,0.32,179.35,249586,59,4,Fast Short Tracks
8211,Fire Wave Dance,Artist_66,Indie,Party,0.761,0.184,0.109,138.68,89036,54,0,Chill Danceable (Slow Tempo)
8212,Light Sky Night,Artist_434,Hip-Hop,Chill,0.016,0.054,0.119,152.79,262419,8,2,Sad Long Tracks
8213,Beat Dance Light,Artist_346,Rock,Travel,0.558,0.573,0.31,150.85,137089,93,4,Fast Short Tracks
8214,Love Wave Beat,Artist_405,Rock,Romantic,0.379,0.689,0.038,110.96,325545,10,2,Sad Long Tracks
8215,Fire Sky Heart,Artist_134,Hip-Hop,Party,0.507,0.326,0.511,70.64,209898,21,0,Chill Danceable (Slow Tempo)
8216,Fire Night Dance,Artist_463,Pop,Workout,0.563,0.614,0.214,173.08,257162,35,3,Fast Danceable (High Tempo)
8217,Love Fire,Artist_450,Jazz,Workout,0.313,0.052,0.519,100.56,143082,4,4,Fast Short Tracks
8218,Dream Sky,Artist_397,Country,Workout,0.295,0.099,0.141,178.85,101375,53,4,Fast Short Tracks
8219,Dance Heart Wave,Artist_231,Hip-Hop,Sleep,0.733,0.702,0.43,145.21,71184,85,0,Chill Danceable (Slow Tempo)
8220,Heart Night Love,Artist_21,Country,Workout,0.871,0.368,0.598,109.52,335962,25,3,Fast Danceable (High Tempo)
8221,Light Sky Love,Artist_380,Jazz,Sleep,0.193,0.671,0.062,143.19,274997,20,2,Sad Long Tracks
8222,Dance Fire Night,Artist_347,Pop,Travel,0.098,0.832,0.399,150.37,251160,71,2,Sad Long Tracks
8223,Heart Beat,Artist_262,Rock,Workout,0.898,0.853,0.303,158.94,203936,71,3,Fast Danceable (High Tempo)
8224,Heart Sky,Artist_49,EDM,Chill,0.35,0.172,0.24,175.13,226703,96,3,Fast Danceable (High Tempo)
8225,Dance Love,Artist_2,Pop,Sleep,0.551,0.486,0.605,82.37,299398,96,1,Happy Long Tracks
8226,Wave Heart Sky,Artist_55,EDM,Focus,0.36,0.734,0.589,192.18,195381,22,4,Fast Short Tracks
8227,Beat Night Light,Artist_139,EDM,Party,0.126,0.774,0.631,117.52,198719,49,1,Happy Long Tracks
8228,Love Dance,Artist_271,Classical,Chill,0.589,0.785,0.159,180.46,121592,89,4,Fast Short Tracks
8229,Beat Sky Dance,Artist_354,Indie,Focus,0.525,0.228,0.286,90.87,247239,6,2,Sad Long Tracks
8230,Sky Heart Beat,Artist_56,Bollywood,Romantic,0.203,0.193,0.21,64.06,105996,51,0,Chill Danceable (Slow Tempo)
8231,Dance Dream Wave,Artist_86,Rock,Party,0.452,0.59,0.541,140.27,286716,27,3,Fast Danceable (High Tempo)
8232,Dream Beat,Artist_299,Bollywood,Focus,0.797,0.741,0.461,105.45,63871,18,0,Chill Danceable (Slow Tempo)
8233,Sky Light,Artist_369,Country,Travel,0.59,0.319,0.33,197.82,270042,12,3,Fast Danceable (High Tempo)
8234,Sky Love Fire,Artist_227,Pop,Workout,0.097,0.105,0.786,74.62,263357,28,1,Happy Long Tracks
8235,Wave Light,Artist_38,Bollywood,Workout,0.548,0.717,0.094,66.62,307377,19,2,Sad Long Tracks
8236,Beat Light Heart,Artist_316,Country,Sleep,0.703,0.3,0.975,66.3,225483,43,1,Happy Long Tracks
8237,Love Beat Light,Artist_286,Pop,Focus,0.793,0.166,0.117,90.36,251215,81,0,Chill Danceable (Slow Tempo)
8238,Beat Night,Artist_275,Jazz,Chill,0.629,0.148,0.773,141.09,135531,99,0,Chill Danceable (Slow Tempo)
8239,Light Dream,Artist_140,Pop,Romantic,0.153,0.315,0.368,130.78,159257,15,4,Fast Short Tracks
8240,Light Dance Love,Artist_23,Classical,Sleep,0.71,0.593,0.865,109.01,284498,69,1,Happy Long Tracks
8241,Dance Wave Light,Artist_397,Pop,Chill,0.677,0.358,0.074,72.43,286067,36,2,Sad Long Tracks
8242,Dance Love Fire,Artist_431,Pop,Chill,0.024,0.021,0.375,92.72,278417,97,2,Sad Long Tracks
8243,Dream Beat Fire,Artist_285,EDM,Chill,0.412,0.097,0.335,85.78,151294,85,0,Chill Danceable (Slow Tempo)
8244,Dance Dream Wave,Artist_308,Classical,Chill,0.333,0.291,0.993,164.39,281646,99,1,Happy Long Tracks
8245,Night Love,Artist_451,Bollywood,Party,0.669,0.66,0.986,169.19,184372,42,3,Fast Danceable (High Tempo)
8246,Fire Heart Night,Artist_496,Country,Sleep,0.216,0.099,0.19,168.78,282233,91,2,Sad Long Tracks
8247,Light Beat,Artist_338,Pop,Travel,0.591,0.561,0.63,195.67,251653,45,3,Fast Danceable (High Tempo)
8248,Dream Love,Artist_129,Rock,Travel,0.913,0.12,0.536,183.79,333773,30,3,Fast Danceable (High Tempo)
8249,Light Dream Sky,Artist_127,Jazz,Travel,0.798,0.212,0.154,129.69,326678,39,3,Fast Danceable (High Tempo)
8250,Dream Fire,Artist_230,Rock,Romantic,0.921,0.172,0.168,118.09,344768,46,3,Fast Danceable (High Tempo)
8251,Fire Love,Artist_394,Classical,Travel,0.979,0.067,0.989,188.21,194610,58,3,Fast Danceable (High Tempo)
8252,Fire Wave,Artist_405,Jazz,Chill,0.011,0.671,0.453,145.57,86744,30,4,Fast Short Tracks
8253,Sky Beat Love,Artist_486,Jazz,Chill,0.623,0.463,0.126,101.22,345096,56,2,Sad Long Tracks
8254,Love Beat Sky,Artist_155,Bollywood,Focus,0.413,0.831,0.215,139.02,86460,85,4,Fast Short Tracks
8255,Love Beat,Artist_284,Pop,Focus,0.86,0.099,0.268,198.9,123491,90,3,Fast Danceable (High Tempo)
8256,Dream Fire Heart,Artist_342,EDM,Sleep,0.252,0.145,0.511,178.93,337502,88,3,Fast Danceable (High Tempo)
8257,Light Beat Heart,Artist_392,Indie,Sleep,0.981,0.306,0.336,99.38,128402,54,0,Chill Danceable (Slow Tempo)
8258,Wave Sky,Artist_470,Classical,Chill,0.614,0.766,0.455,193.41,228118,86,3,Fast Danceable (High Tempo)
8259,Dream Light,Artist_443,Jazz,Travel,0.794,0.306,0.166,197.4,255690,37,3,Fast Danceable (High Tempo)
8260,Fire Dance Love,Artist_332,Hip-Hop,Travel,0.086,0.408,0.327,92.36,177234,90,2,Sad Long Tracks
8261,Beat Sky,Artist_373,Rock,Chill,0.183,0.302,0.07,185.38,350238,22,2,Sad Long Tracks
8262,Light Wave Heart,Artist_420,Rock,Sleep,0.758,0.08,0.89,183.65,186128,97,3,Fast Danceable (High Tempo)
8263,Light Dance Heart,Artist_376,Rock,Chill,0.022,0.939,0.199,65.57,176805,24,2,Sad Long Tracks
8264,Night Wave,Artist_452,EDM,Travel,0.817,0.549,0.757,153.76,140452,69,0,Chill Danceable (Slow Tempo)
8265,Sky Dream,Artist_62,Classical,Chill,0.014,0.788,0.35,102.74,281306,88,2,Sad Long Tracks
8266,Heart Sky Dream,Artist_415,EDM,Party,0.657,0.658,0.474,154.45,138738,99,0,Chill Danceable (Slow Tempo)
8267,Heart Fire,Artist_70,Hip-Hop,Party,0.365,0.514,0.291,187.9,359465,86,3,Fast Danceable (High Tempo)
8268,Beat Sky Dream,Artist_458,Rock,Workout,0.611,0.09,0.696,129.83,74518,33,0,Chill Danceable (Slow Tempo)
8269,Heart Love Dance,Artist_206,Indie,Workout,0.696,0.643,0.845,118.02,210015,17,1,Happy Long Tracks
8270,Light Wave Dance,Artist_264,Rock,Party,0.342,0.155,0.286,189.01,337511,62,3,Fast Danceable (High Tempo)
8271,Love Dream Wave,Artist_57,Bollywood,Party,0.108,0.414,0.242,196.38,229912,12,4,Fast Short Tracks
8272,Wave Dream,Artist_250,Pop,Workout,0.07,0.629,0.681,68.71,175783,30,1,Happy Long Tracks
8273,Night Fire,Artist_387,Rock,Focus,0.589,0.782,0.195,189.2,218419,90,3,Fast Danceable (High Tempo)
8274,Dance Love,Artist_475,Jazz,Focus,0.521,0.685,0.64,71.59,328038,13,1,Happy Long Tracks
8275,Wave Heart,Artist_308,Bollywood,Focus,0.742,0.672,0.094,107.22,342669,6,2,Sad Long Tracks
8276,Beat Fire Dream,Artist_128,Classical,Party,0.51,0.149,0.62,166.76,157429,67,4,Fast Short Tracks
8277,Wave Light Dance,Artist_5,Rock,Focus,0.422,0.346,0.513,168.79,294064,11,3,Fast Danceable (High Tempo)
8278,Light Dance,Artist_373,Indie,Romantic,0.398,0.043,0.114,161.62,162881,60,4,Fast Short Tracks
8279,Night Sky,Artist_8,Bollywood,Focus,0.026,0.719,0.649,65.48,278520,10,1,Happy Long Tracks
8280,Sky Heart,Artist_267,EDM,Sleep,0.336,0.953,0.447,78.62,84255,75,0,Chill Danceable (Slow Tempo)
8281,Dream Night Dance,Artist_437,Hip-Hop,Focus,0.976,0.264,0.217,191.07,332620,16,3,Fast Danceable (High Tempo)
8282,Sky Wave Night,Artist_10,Pop,Workout,0.874,0.088,0.353,71.4,341566,84,3,Fast Danceable (High Tempo)
8283,Love Fire Light,Artist_166,EDM,Workout,0.329,0.476,0.492,71.0,115982,42,0,Chill Danceable (Slow Tempo)
8284,Light Wave,Artist_264,Classical,Travel,0.588,0.857,0.092,176.99,117407,44,4,Fast Short Tracks
8285,Dance Love,Artist_278,Country,Travel,0.847,0.552,0.958,149.78,349046,19,3,Fast Danceable (High Tempo)
8286,Heart Night,Artist_413,Jazz,Workout,0.441,0.047,0.666,109.23,106716,73,0,Chill Danceable (Slow Tempo)
8287,Dream Light,Artist_304,Bollywood,Workout,0.018,0.974,0.103,83.2,241898,15,2,Sad Long Tracks
8288,Sky Heart Night,Artist_312,Pop,Workout,0.075,0.829,0.823,183.78,321717,87,1,Happy Long Tracks
8289,Love Dream,Artist_447,Pop,Party,0.51,0.132,0.323,198.4,316430,85,3,Fast Danceable (High Tempo)
8290,Love Night,Artist_7,Rock,Romantic,0.969,0.922,0.597,67.0,314456,39,0,Chill Danceable (Slow Tempo)
8291,Heart Sky Wave,Artist_169,Bollywood,Workout,0.693,0.451,0.277,137.58,61591,5,0,Chill Danceable (Slow Tempo)
8292,Night Beat Sky,Artist_437,Country,Sleep,0.071,0.372,0.733,96.58,326488,86,1,Happy Long Tracks
8293,Wave Dream Night,Artist_336,Pop,Workout,0.189,0.461,0.723,176.53,197028,31,4,Fast Short Tracks
8294,Sky Beat,Artist_466,Rock,Romantic,0.771,0.835,0.552,108.45,210308,79,0,Chill Danceable (Slow Tempo)
8295,Dream Dance Heart,Artist_261,Rock,Focus,0.841,0.659,0.241,160.05,79192,28,0,Chill Danceable (Slow Tempo)
8296,Night Heart,Artist_22,EDM,Chill,0.618,0.059,0.254,135.53,116713,38,0,Chill Danceable (Slow Tempo)
8297,Beat Dance,Artist_280,Jazz,Travel,0.644,0.958,0.383,135.81,163863,52,0,Chill Danceable (Slow Tempo)
8298,Sky Dream Love,Artist_62,Bollywood,Travel,0.028,0.148,0.145,180.12,95541,15,4,Fast Short Tracks
8299,Beat Love,Artist_138,Pop,Party,0.829,0.746,0.338,125.86,341757,19,3,Fast Danceable (High Tempo)
8300,Light Heart Sky,Artist_9,Bollywood,Focus,0.788,0.636,0.684,178.38,128701,35,4,Fast Short Tracks
8301,Fire Love,Artist_99,Classical,Romantic,0.259,0.188,0.831,110.88,278901,82,1,Happy Long Tracks
8302,Light Dance Dream,Artist_111,Jazz,Sleep,0.709,0.171,0.333,84.47,137797,74,0,Chill Danceable (Slow Tempo)
8303,Light Fire,Artist_145,Classical,Chill,0.215,0.87,0.234,123.77,178198,15,2,Sad Long Tracks
8304,Light Love Beat,Artist_365,EDM,Romantic,0.04,0.42,0.833,129.77,338693,88,1,Happy Long Tracks
8305,Night Sky,Artist_430,Jazz,Chill,0.201,0.655,0.891,126.97,171671,47,1,Happy Long Tracks
8306,Dance Dream Fire,Artist_13,Classical,Travel,0.179,0.504,0.41,173.17,292902,56,2,Sad Long Tracks
8307,Beat Dance,Artist_175,Indie,Chill,0.338,0.727,0.027,139.06,71633,20,4,Fast Short Tracks
8308,Sky Light,Artist_18,Jazz,Party,0.418,0.479,0.695,184.38,282585,75,3,Fast Danceable (High Tempo)
8309,Light Night Dance,Artist_284,Hip-Hop,Romantic,0.509,0.287,0.784,131.99,157101,9,4,Fast Short Tracks
8310,Night Heart,Artist_430,Pop,Travel,0.477,0.363,0.018,91.46,180202,5,2,Sad Long Tracks
8311,Night Beat,Artist_380,Pop,Romantic,0.271,0.859,0.595,78.13,290790,11,1,Happy Long Tracks
8312,Wave Dance Dream,Artist_58,Bollywood,Workout,0.029,0.468,0.588,181.57,135103,91,4,Fast Short Tracks
8313,Wave Dream,Artist_356,Pop,Party,0.605,0.213,0.379,67.86,177841,2,0,Chill Danceable (Slow Tempo)
8314,Night Dream Love,Artist_370,Rock,Workout,0.396,0.935,0.75,76.47,136787,52,0,Chill Danceable (Slow Tempo)
8315,Light Dream,Artist_458,EDM,Chill,0.299,0.797,0.428,68.91,125025,20,0,Chill Danceable (Slow Tempo)
8316,Dream Fire Light,Artist_25,Jazz,Focus,0.867,0.056,0.677,119.32,302218,21,3,Fast Danceable (High Tempo)
8317,Wave Dance,Artist_174,EDM,Romantic,0.747,0.999,0.517,134.57,299763,51,3,Fast Danceable (High Tempo)
8318,Sky Fire,Artist_193,Jazz,Travel,0.858,0.695,0.248,62.78,352565,30,2,Sad Long Tracks
8319,Wave Heart Dream,Artist_486,Pop,Travel,0.495,0.16,0.607,132.18,307588,48,1,Happy Long Tracks
8320,Heart Light,Artist_364,EDM,Focus,0.131,0.237,0.737,115.13,281281,1,1,Happy Long Tracks
8321,Heart Night Light,Artist_114,Jazz,Chill,0.696,0.692,0.974,168.31,167821,35,4,Fast Short Tracks
8322,Fire Dance Night,Artist_175,Hip-Hop,Workout,0.206,0.78,0.38,176.19,100806,26,4,Fast Short Tracks
8323,Wave Dream Love,Artist_491,EDM,Party,0.441,0.239,0.064,155.9,220497,96,2,Sad Long Tracks
8324,Heart Dance Sky,Artist_329,Bollywood,Travel,0.065,0.257,0.988,126.29,194527,9,1,Happy Long Tracks
8325,Sky Dream,Artist_266,Hip-Hop,Party,0.825,0.307,0.624,90.26,346031,40,1,Happy Long Tracks
8326,Light Dance Fire,Artist_369,Classical,Travel,0.126,0.598,0.946,178.6,79021,21,4,Fast Short Tracks
8327,Dream Beat Wave,Artist_422,Country,Party,0.903,0.172,0.104,107.83,225864,80,0,Chill Danceable (Slow Tempo)
8328,Wave Night Fire,Artist_337,Country,Travel,0.864,0.104,0.342,109.88,194053,12,0,Chill Danceable (Slow Tempo)
8329,Dream Sky,Artist_222,Country,Romantic,0.465,0.679,0.134,188.24,358013,37,3,Fast Danceable (High Tempo)
8330,Dance Fire Beat,Artist_415,Country,Workout,0.744,0.779,0.836,196.58,329158,91,3,Fast Danceable (High Tempo)
8331,Dance Dream Sky,Artist_411,Pop,Travel,0.619,0.501,0.88,185.74,222184,71,3,Fast Danceable (High Tempo)
8332,Fire Sky Wave,Artist_303,Classical,Workout,0.803,0.364,0.501,199.75,131220,94,3,Fast Danceable (High Tempo)
8333,Sky Dance Light,Artist_303,Indie,Romantic,0.432,0.432,0.187,181.65,195046,24,4,Fast Short Tracks
8334,Wave Beat,Artist_20,Pop,Focus,0.786,0.388,0.127,158.61,165419,50,3,Fast Danceable (High Tempo)
8335,Dance Night Heart,Artist_325,Classical,Party,0.462,0.96,0.588,101.13,212499,54,1,Happy Long Tracks
8336,Sky Fire Love,Artist_95,Bollywood,Focus,0.941,0.768,0.506,193.41,241323,94,3,Fast Danceable (High Tempo)
8337,Wave Love,Artist_493,Classical,Sleep,0.486,0.208,0.695,182.73,287601,84,3,Fast Danceable (High Tempo)
8338,Sky Light,Artist_55,Country,Party,0.463,0.384,0.305,93.7,130180,28,0,Chill Danceable (Slow Tempo)
8339,Sky Dream,Artist_399,EDM,Focus,0.785,0.544,0.402,128.48,69862,4,0,Chill Danceable (Slow Tempo)
8340,Dance Beat Love,Artist_121,EDM,Party,0.822,0.613,0.021,69.81,98972,12,0,Chill Danceable (Slow Tempo)
8341,Love Sky,Artist_36,EDM,Workout,0.554,0.468,0.61,193.46,134240,67,4,Fast Short Tracks
8342,Wave Night,Artist_50,Rock,Travel,0.18,0.81,0.423,140.19,114149,37,4,Fast Short Tracks
8343,Heart Dance Fire,Artist_211,Bollywood,Chill,0.468,0.768,0.92,94.33,181178,4,1,Happy Long Tracks
8344,Beat Dream Sky,Artist_360,Jazz,Workout,0.968,0.505,0.642,100.94,313369,15,3,Fast Danceable (High Tempo)
8345,Beat Wave,Artist_213,Hip-Hop,Romantic,0.753,0.854,0.399,197.29,348519,28,3,Fast Danceable (High Tempo)
8346,Dream Heart,Artist_292,Classical,Sleep,0.811,0.751,0.264,146.19,158253,37,0,Chill Danceable (Slow Tempo)
8347,Wave Dream Love,Artist_156,Pop,Chill,0.033,0.779,0.905,118.9,107502,9,4,Fast Short Tracks
8348,Beat Fire,Artist_215,EDM,Travel,0.468,0.956,0.016,129.98,137830,14,2,Sad Long Tracks
8349,Wave Night,Artist_12,Indie,Travel,0.647,0.266,0.327,73.8,269824,96,2,Sad Long Tracks
8350,Love Night Heart,Artist_456,Classical,Romantic,0.83,0.268,0.944,70.5,80392,67,0,Chill Danceable (Slow Tempo)
8351,Dance Fire,Artist_71,Rock,Chill,0.049,0.889,0.654,142.98,193048,82,4,Fast Short Tracks
8352,Night Dance,Artist_492,Rock,Chill,0.852,0.772,0.533,131.68,184038,50,0,Chill Danceable (Slow Tempo)
8353,Dream Beat,Artist_326,Jazz,Focus,0.548,0.927,0.204,110.28,256600,78,2,Sad Long Tracks
8354,Night Sky Dance,Artist_39,EDM,Workout,0.197,0.063,0.833,139.26,82854,25,4,Fast Short Tracks
8355,Beat Love Light,Artist_83,Jazz,Travel,0.317,0.628,0.204,70.17,86033,39,0,Chill Danceable (Slow Tempo)
8356,Light Sky,Artist_468,Rock,Travel,0.282,0.145,0.248,192.16,306413,26,3,Fast Danceable (High Tempo)
8357,Wave Fire,Artist_490,Pop,Romantic,0.531,0.504,0.192,101.12,81877,60,0,Chill Danceable (Slow Tempo)
8358,Heart Light,Artist_451,Jazz,Party,0.052,0.156,0.158,70.05,134210,52,2,Sad Long Tracks
8359,Dance Sky Dream,Artist_149,Country,Party,0.159,0.128,0.953,83.73,110812,70,1,Happy Long Tracks
8360,Wave Light,Artist_464,Rock,Party,0.813,0.012,0.602,73.37,70730,26,0,Chill Danceable (Slow Tempo)
8361,Heart Beat,Artist_221,Bollywood,Focus,0.133,0.63,0.638,85.0,169888,48,1,Happy Long Tracks
8362,Dance Wave Night,Artist_493,Bollywood,Romantic,0.233,0.359,0.954,118.35,265211,54,1,Happy Long Tracks
8363,Fire Love Dream,Artist_230,Indie,Travel,0.453,0.105,0.231,163.33,175041,41,4,Fast Short Tracks
8364,Beat Dream,Artist_425,Indie,Party,0.517,0.323,0.006,98.13,280091,1,2,Sad Long Tracks
8365,Dance Fire Beat,Artist_217,Pop,Workout,0.764,0.169,0.599,121.03,96848,21,0,Chill Danceable (Slow Tempo)
8366,Love Wave Fire,Artist_398,EDM,Workout,0.447,0.942,0.508,190.03,251965,78,3,Fast Danceable (High Tempo)
8367,Wave Love,Artist_133,Hip-Hop,Travel,0.79,0.32,0.478,101.42,193045,72,0,Chill Danceable (Slow Tempo)
8368,Love Beat,Artist_74,Rock,Chill,0.618,0.334,0.062,171.26,274015,25,3,Fast Danceable (High Tempo)
8369,Dance Beat Night,Artist_259,Country,Travel,0.113,0.84,0.454,82.09,311920,18,2,Sad Long Tracks
8370,Sky Dream Dance,Artist_59,EDM,Romantic,0.156,0.648,0.288,84.97,217066,15,2,Sad Long Tracks
8371,Fire Heart Light,Artist_77,Country,Workout,0.437,0.71,0.275,123.86,179139,42,2,Sad Long Tracks
8372,Love Sky Dream,Artist_362,Bollywood,Chill,0.397,0.636,0.222,92.77,61055,20,0,Chill Danceable (Slow Tempo)
8373,Night Beat,Artist_351,Country,Romantic,0.744,0.946,0.333,186.42,251352,16,3,Fast Danceable (High Tempo)
8374,Wave Dream Love,Artist_371,Pop,Party,0.581,0.207,0.353,67.11,184789,7,0,Chill Danceable (Slow Tempo)
8375,Dance Heart Sky,Artist_373,Classical,Travel,0.388,0.989,0.309,143.62,337089,93,2,Sad Long Tracks
8376,Wave Fire,Artist_178,Jazz,Travel,0.171,0.831,0.979,144.59,243044,95,1,Happy Long Tracks
8377,Fire Beat Love,Artist_290,Classical,Party,0.227,0.589,0.933,69.24,190651,93,1,Happy Long Tracks
8378,Heart Fire Dream,Artist_269,Hip-Hop,Sleep,0.576,0.662,0.575,162.56,343419,81,3,Fast Danceable (High Tempo)
8379,Dream Light Dance,Artist_443,Pop,Workout,0.423,0.649,0.981,125.65,289717,5,1,Happy Long Tracks
8380,Heart Dance,Artist_98,Pop,Romantic,0.515,0.058,0.991,161.23,339837,18,1,Happy Long Tracks
8381,Fire Light,Artist_204,Country,Party,0.171,0.218,0.356,175.77,191041,78,4,Fast Short Tracks
8382,Fire Wave,Artist_398,Country,Chill,0.663,0.961,0.445,105.21,328847,95,2,Sad Long Tracks
8383,Dance Fire,Artist_82,Hip-Hop,Romantic,0.853,0.534,0.959,127.83,208032,18,1,Happy Long Tracks
8384,Heart Fire Light,Artist_27,EDM,Chill,0.258,0.378,0.609,96.51,179004,64,1,Happy Long Tracks
8385,Dream Fire,Artist_235,Country,Chill,0.492,0.762,0.213,88.21,340722,25,2,Sad Long Tracks
8386,Sky Night Dream,Artist_419,EDM,Focus,0.976,0.525,0.689,60.08,321096,75,0,Chill Danceable (Slow Tempo)
8387,Sky Dance,Artist_415,Indie,Travel,0.333,0.013,0.206,194.91,249619,26,4,Fast Short Tracks
8388,Love Light Heart,Artist_137,Country,Party,0.595,0.736,0.339,121.73,344157,69,2,Sad Long Tracks
8389,Dance Dream,Artist_319,Jazz,Party,0.09,0.732,0.228,61.83,237500,16,2,Sad Long Tracks
8390,Fire Wave,Artist_261,Country,Focus,0.606,0.165,0.245,61.25,115648,63,0,Chill Danceable (Slow Tempo)
8391,Love Heart Night,Artist_422,Pop,Workout,0.09,0.957,0.005,100.37,185008,72,2,Sad Long Tracks
8392,Love Dream Fire,Artist_287,Jazz,Workout,0.959,0.224,0.881,61.95,222496,77,0,Chill Danceable (Slow Tempo)
8393,Heart Night,Artist_402,Indie,Focus,0.716,0.458,0.296,112.43,155354,58,0,Chill Danceable (Slow Tempo)
8394,Dance Night,Artist_430,Pop,Sleep,0.788,0.115,0.086,68.81,158897,96,0,Chill Danceable (Slow Tempo)
8395,Heart Wave Dance,Artist_135,Jazz,Sleep,0.704,0.603,0.087,65.5,70719,27,0,Chill Danceable (Slow Tempo)
8396,Wave Sky,Artist_300,Indie,Focus,0.59,0.375,0.556,153.71,217110,49,3,Fast Danceable (High Tempo)
8397,Sky Dream,Artist_462,Indie,Chill,0.45,0.353,0.993,186.96,353590,90,3,Fast Danceable (High Tempo)
8398,Sky Heart,Artist_354,Jazz,Chill,0.858,0.827,0.145,117.31,236091,73,0,Chill Danceable (Slow Tempo)
8399,Sky Night Light,Artist_371,Rock,Sleep,0.957,0.01,0.1,177.15,297382,47,3,Fast Danceable (High Tempo)
8400,Heart Wave,Artist_165,Hip-Hop,Sleep,0.499,0.798,0.438,64.1,200856,71,0,Chill Danceable (Slow Tempo)
8401,Dream Heart,Artist_307,Pop,Focus,0.932,0.571,0.563,168.88,195955,50,3,Fast Danceable (High Tempo)
8402,Light Love,Artist_39,EDM,Travel,0.583,0.986,0.294,68.79,88328,46,0,Chill Danceable (Slow Tempo)
8403,Light Night Wave,Artist_434,Country,Workout,0.538,0.589,0.303,177.38,319526,8,3,Fast Danceable (High Tempo)
8404,Heart Love,Artist_89,Country,Workout,0.454,0.055,0.424,183.53,144762,2,4,Fast Short Tracks
8405,Fire Sky Light,Artist_200,Bollywood,Workout,0.209,0.051,0.314,170.04,299600,18,2,Sad Long Tracks
8406,Wave Dance,Artist_3,Classical,Focus,0.004,0.883,0.915,174.9,221244,36,4,Fast Short Tracks
8407,Heart Dance,Artist_442,Country,Party,0.242,0.841,0.042,138.61,81360,88,4,Fast Short Tracks
8408,Heart Dance Night,Artist_297,EDM,Chill,0.51,0.346,0.235,97.08,258808,98,2,Sad Long Tracks
8409,Beat Fire Dream,Artist_77,Jazz,Focus,0.38,0.618,0.809,150.05,221549,42,1,Happy Long Tracks
8410,Sky Beat,Artist_1,Pop,Workout,0.448,0.49,0.834,121.54,171963,11,1,Happy Long Tracks
8411,Love Beat,Artist_126,Indie,Party,0.981,0.967,0.112,60.75,318759,59,2,Sad Long Tracks
8412,Beat Dream,Artist_115,Classical,Party,0.35,0.95,0.974,126.76,108297,52,4,Fast Short Tracks
8413,Light Heart,Artist_41,Country,Sleep,0.452,0.984,0.693,151.17,131626,74,4,Fast Short Tracks
8414,Fire Heart Dream,Artist_371,Indie,Travel,0.134,0.866,0.273,61.94,241884,93,2,Sad Long Tracks
8415,Love Dance,Artist_432,Country,Sleep,0.048,0.91,0.456,146.99,129498,49,4,Fast Short Tracks
8416,Night Heart Love,Artist_133,Rock,Romantic,0.775,0.217,0.297,151.35,156030,56,3,Fast Danceable (High Tempo)
8417,Dream Love Heart,Artist_382,Jazz,Focus,0.571,0.831,0.15,82.14,165825,70,0,Chill Danceable (Slow Tempo)
8418,Light Heart Beat,Artist_222,Classical,Workout,0.761,0.709,0.291,120.35,181081,74,0,Chill Danceable (Slow Tempo)
8419,Dance Night Sky,Artist_190,Pop,Chill,0.15,0.963,0.58,195.01,102362,30,4,Fast Short Tracks
8420,Fire Beat,Artist_214,EDM,Focus,0.572,0.571,0.826,183.79,263491,55,3,Fast Danceable (High Tempo)
8421,Light Love,Artist_496,Rock,Romantic,0.254,0.085,0.364,117.51,231152,28,2,Sad Long Tracks
8422,Night Love,Artist_352,Classical,Chill,0.228,0.597,0.348,108.98,166329,93,2,Sad Long Tracks
8423,Sky Beat,Artist_182,Pop,Workout,0.012,0.687,0.468,77.37,206920,51,2,Sad Long Tracks
8424,Love Fire,Artist_254,EDM,Travel,0.13,0.22,0.645,64.93,286745,89,1,Happy Long Tracks
8425,Dance Light,Artist_367,Pop,Workout,0.309,0.394,0.752,101.64,73992,27,4,Fast Short Tracks
8426,Light Fire,Artist_462,Rock,Romantic,0.117,0.599,0.327,191.64,210786,98,4,Fast Short Tracks
8427,Sky Beat,Artist_447,Country,Chill,0.986,0.374,0.586,194.21,288699,52,3,Fast Danceable (High Tempo)
8428,Beat Fire,Artist_62,Rock,Focus,0.309,0.375,0.389,173.75,329121,34,3,Fast Danceable (High Tempo)
8429,Beat Light,Artist_389,Jazz,Chill,0.13,0.133,0.716,109.12,250765,32,1,Happy Long Tracks
8430,Light Heart Night,Artist_215,Bollywood,Travel,0.199,0.941,0.165,80.11,203847,44,2,Sad Long Tracks
8431,Beat Love Heart,Artist_201,Rock,Travel,0.588,0.75,0.257,143.37,293201,4,2,Sad Long Tracks
8432,Wave Beat,Artist_182,Indie,Focus,0.064,0.001,0.426,150.51,285763,48,2,Sad Long Tracks
8433,Beat Light Dream,Artist_252,Pop,Focus,0.862,0.766,0.889,119.44,72935,98,0,Chill Danceable (Slow Tempo)
8434,Dance Dream Love,Artist_436,Pop,Party,0.961,0.74,0.573,156.83,314502,16,3,Fast Danceable (High Tempo)
8435,Dance Dream,Artist_441,Pop,Focus,0.247,0.01,0.965,164.54,111096,60,4,Fast Short Tracks
8436,Dream Love Night,Artist_471,Classical,Sleep,0.45,0.37,0.103,169.63,238638,47,2,Sad Long Tracks
8437,Dance Dream Fire,Artist_263,Country,Sleep,0.022,0.607,0.46,130.32,215950,75,2,Sad Long Tracks
